state,county_name,office,district,candidate,magnitude,party,party_detailed
ARIZONA,MARICOPA,STATE SENATE,001,OVERVOTE,1,,
ARIZONA,MARICOPA,STATE SENATE,001,UNDERVOTE,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,001,WRITE-IN,1,,
ARIZONA,MARICOPA,STATE SENATE,012,OVERVOTE,1,,
ARIZONA,MARICOPA,STATE SENATE,012,"PETERSEN, WARREN",1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,012,"ROBINSON, LYNSEY",1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,012,UNDERVOTE,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,012,WRITE-IN,1,,
ARIZONA,MARICOPA,STATE SENATE,013,"BACKUS, BRENT",1,,
ARIZONA,MARICOPA,STATE SENATE,013,"KERR, SINE",1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,013,NOT QUALIFIED,1,,
ARIZONA,MARICOPA,STATE SENATE,013,OVERVOTE,1,,
ARIZONA,MARICOPA,STATE SENATE,013,UNDERVOTE,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,015,"BARTO, NANCY",1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,015,NOT QUALIFIED,1,,
ARIZONA,MARICOPA,STATE SENATE,015,OVERVOTE,1,,
ARIZONA,MARICOPA,STATE SENATE,015,"SMITH, MATT",1,W-I(L),W-I(L)
ARIZONA,MARICOPA,STATE SENATE,015,UNDERVOTE,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,016,"FIERRO, NICK",1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,016,"GRAYSON, RICHARD",1,W-I(D),W-I(D)
ARIZONA,MARICOPA,STATE SENATE,016,"HART, JOHN ROSS",1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,016,NOT QUALIFIED,1,,
ARIZONA,MARICOPA,STATE SENATE,016,OVERVOTE,1,,
ARIZONA,MARICOPA,STATE SENATE,016,"TOWNSEND, KELLY",1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,016,UNDERVOTE,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,017,"KURDOGLU, AJLAN (A.J.)",1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,017,"MESNARD, J.D.",1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,017,OVERVOTE,1,,
ARIZONA,MARICOPA,STATE SENATE,017,UNDERVOTE,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,017,WRITE-IN,1,,
ARIZONA,MARICOPA,STATE SENATE,018,"BOWIE, SEAN",1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,018,OVERVOTE,1,,
ARIZONA,MARICOPA,STATE SENATE,018,"SHARER, SUZANNE",1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,018,UNDERVOTE,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,018,WRITE-IN,1,,
ARIZONA,MARICOPA,STATE SENATE,019,"CHAVIRA CONTRERAS, LUPE",1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,019,OVERVOTE,1,,
ARIZONA,MARICOPA,STATE SENATE,019,UNDERVOTE,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,019,WRITE-IN,1,,
ARIZONA,MARICOPA,STATE SENATE,020,"BOYER, PAUL",1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,020,"ERVIN, DOUGLAS",1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,020,OVERVOTE,1,,
ARIZONA,MARICOPA,STATE SENATE,020,UNDERVOTE,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,020,WRITE-IN,1,,
ARIZONA,MARICOPA,STATE SENATE,021,"GRAY, RICK",1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,021,OVERVOTE,1,,
ARIZONA,MARICOPA,STATE SENATE,021,UNDERVOTE,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,021,WRITE-IN,1,,
ARIZONA,MARICOPA,STATE SENATE,022,"LIVINGSTON, DAVID",1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,022,OVERVOTE,1,,
ARIZONA,MARICOPA,STATE SENATE,022,"TYREE, SARAH",1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,022,UNDERVOTE,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,022,WRITE-IN,1,,
ARIZONA,MARICOPA,STATE SENATE,023,"BLATTMAN, SETH",1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,023,"KIRSCH, KYLE",1,,
ARIZONA,MARICOPA,STATE SENATE,023,NOT QUALIFIED,1,,
ARIZONA,MARICOPA,STATE SENATE,023,OVERVOTE,1,,
ARIZONA,MARICOPA,STATE SENATE,023,"UGENTI-RITA, MICHELLE",1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,023,UNDERVOTE,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,024,"ALSTON, LELA",1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,024,"MICHAELS, RAY",1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,024,OVERVOTE,1,,
ARIZONA,MARICOPA,STATE SENATE,024,UNDERVOTE,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,024,WRITE-IN,1,,
ARIZONA,MARICOPA,STATE SENATE,025,OVERVOTE,1,,
ARIZONA,MARICOPA,STATE SENATE,025,"PACE, TYLER",1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,025,UNDERVOTE,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,025,"WEIGEL, PAUL",1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,025,WRITE-IN,1,,
ARIZONA,MARICOPA,STATE SENATE,026,"CHIN, JAE",1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,026,"MENDEZ, JUAN",1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,026,OVERVOTE,1,,
ARIZONA,MARICOPA,STATE SENATE,026,UNDERVOTE,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,026,WRITE-IN,1,,
ARIZONA,MARICOPA,STATE SENATE,027,OVERVOTE,1,,
ARIZONA,MARICOPA,STATE SENATE,027,"RIOS, REBECCA",1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,027,"SHREVES, GARLAND",1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,027,UNDERVOTE,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,027,WRITE-IN,1,,
ARIZONA,MARICOPA,STATE SENATE,028,"BROPHY MCGEE, KATE",1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,028,"MARSH, CHRISTINE",1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,028,OVERVOTE,1,,
ARIZONA,MARICOPA,STATE SENATE,028,UNDERVOTE,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,028,WRITE-IN,1,,
ARIZONA,MARICOPA,STATE SENATE,029,"CARPENTER, CHARLES",1,W-I,W-I
ARIZONA,MARICOPA,STATE SENATE,029,NOT QUALIFIED,1,,
ARIZONA,MARICOPA,STATE SENATE,029,OVERVOTE,1,,
ARIZONA,MARICOPA,STATE SENATE,029,"QUEZADA, MARTIN J.",1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,029,UNDERVOTE,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,029,"WILSON, JOHN",1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,030,"NAVARRETE, OTONIEL (TONY)",1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,030,OVERVOTE,1,,
ARIZONA,MARICOPA,STATE SENATE,030,UNDERVOTE,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,030,WRITE-IN,1,,
ARIZONA,MARICOPA,STATE SENATE,004,"ANGRY, TRAVIS",1,REP,REPUBLICAN
ARIZONA,MARICOPA,STATE SENATE,004,"OTONDO, LISA",1,DEM,DEMOCRAT
ARIZONA,MARICOPA,STATE SENATE,004,OVERVOTE,1,,
ARIZONA,MARICOPA,STATE SENATE,004,UNDERVOTE,1,,undervote
ARIZONA,MARICOPA,STATE SENATE,004,WRITE-IN,1,,
ARIZONA,PIMA,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
ARIZONA,PIMA,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
ARIZONA,PIMA,US PRESIDENT,FEDERAL,OVERVOTE,1,,
ARIZONA,PIMA,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
ARIZONA,PIMA,US PRESIDENT,FEDERAL,UNDERVOTE,1,,undervote
ARIZONA,PIMA,US PRESIDENT,FEDERAL,WRITE-IN,1,,
ARIZONA,PIMA,US SENATE,ARIZONA,"KELLY, MARK",1,DEM,DEMOCRAT
ARIZONA,PIMA,US SENATE,ARIZONA,"MCSALLY, MARTHA",1,REP,REPUBLICAN
ARIZONA,PIMA,US SENATE,ARIZONA,OVERVOTE,1,,
ARIZONA,PIMA,US SENATE,ARIZONA,UNDERVOTE,1,,undervote
ARIZONA,PIMA,US SENATE,ARIZONA,WRITE-IN,1,,
ARIZONA,PIMA,US HOUSE,001,"O'HALLERAN, TOM",1,DEM,DEMOCRAT
ARIZONA,PIMA,US HOUSE,001,OVERVOTE,1,,
ARIZONA,PIMA,US HOUSE,001,"SHEDD, TIFFANY",1,REP,REPUBLICAN
ARIZONA,PIMA,US HOUSE,001,UNDERVOTE,1,,undervote
ARIZONA,PIMA,US HOUSE,001,WRITE-IN,1,,
ARIZONA,PIMA,US HOUSE,002,"KIRKPATRICK, ANN",1,DEM,DEMOCRAT
ARIZONA,PIMA,US HOUSE,002,"MARTIN, BRANDON",1,REP,REPUBLICAN
ARIZONA,PIMA,US HOUSE,002,OVERVOTE,1,,
ARIZONA,PIMA,US HOUSE,002,UNDERVOTE,1,,undervote
ARIZONA,PIMA,US HOUSE,002,WRITE-IN,1,,
ARIZONA,PIMA,US HOUSE,003,"GRIJALVA, RAUL",1,DEM,DEMOCRAT
ARIZONA,PIMA,US HOUSE,003,OVERVOTE,1,,
ARIZONA,PIMA,US HOUSE,003,UNDERVOTE,1,,undervote
ARIZONA,PIMA,US HOUSE,003,"WOOD, DANIEL",1,REP,REPUBLICAN
ARIZONA,PIMA,US HOUSE,003,WRITE-IN,1,,
ARIZONA,PIMA,STATE SENATE,002,"GABALDON, ROSANNA",1,DEM,DEMOCRAT
ARIZONA,PIMA,STATE SENATE,002,OVERVOTE,1,,
ARIZONA,PIMA,STATE SENATE,002,UNDERVOTE,1,,undervote
ARIZONA,PIMA,STATE SENATE,002,"WORKMAN, MARK",1,REP,REPUBLICAN
ARIZONA,PIMA,STATE SENATE,002,WRITE-IN,1,,
ARIZONA,PIMA,STATE SENATE,003,"GONZALES, SALLY ANN",1,DEM,DEMOCRAT
ARIZONA,PIMA,STATE SENATE,003,OVERVOTE,1,,
ARIZONA,PIMA,STATE SENATE,003,UNDERVOTE,1,,undervote
ARIZONA,PIMA,STATE SENATE,003,WRITE-IN,1,,
ARIZONA,PIMA,STATE SENATE,004,"ANGRY, TRAVIS",1,REP,REPUBLICAN
ARIZONA,PIMA,STATE SENATE,004,"OTONDO, LISA",1,DEM,DEMOCRAT
ARIZONA,PIMA,STATE SENATE,004,OVERVOTE,1,,
ARIZONA,PIMA,STATE SENATE,004,UNDERVOTE,1,,undervote
ARIZONA,PIMA,STATE SENATE,004,WRITE-IN,1,,
ARIZONA,PIMA,STATE SENATE,009,OVERVOTE,1,,
ARIZONA,PIMA,STATE SENATE,009,"STEELE, VICTORIA",1,DEM,DEMOCRAT
ARIZONA,PIMA,STATE SENATE,009,UNDERVOTE,1,,undervote
ARIZONA,PIMA,STATE SENATE,009,WRITE-IN,1,,
ARIZONA,PIMA,STATE SENATE,010,"ENGEL, KIRSTEN",1,DEM,DEMOCRAT
ARIZONA,PIMA,STATE SENATE,010,OVERVOTE,1,,
ARIZONA,PIMA,STATE SENATE,010,UNDERVOTE,1,,undervote
ARIZONA,PIMA,STATE SENATE,010,"WADSACK, JUSTINE",1,REP,REPUBLICAN
ARIZONA,PIMA,STATE SENATE,010,WRITE-IN,1,,
ARIZONA,PIMA,STATE SENATE,011,"LEACH, VENDEN (VINCE)",1,REP,REPUBLICAN
ARIZONA,PIMA,STATE SENATE,011,"MENDOZA, JOANNA",1,DEM,DEMOCRAT
ARIZONA,PIMA,STATE SENATE,011,OVERVOTE,1,,
ARIZONA,PIMA,STATE SENATE,011,UNDERVOTE,1,,undervote
ARIZONA,PIMA,STATE SENATE,011,WRITE-IN,1,,
ARIZONA,PIMA,STATE SENATE,014,"GOWAN, DAVID",1,REP,REPUBLICAN
ARIZONA,PIMA,STATE SENATE,014,"KARP, BOB",1,DEM,DEMOCRAT
ARIZONA,PIMA,STATE SENATE,014,OVERVOTE,1,,
ARIZONA,PIMA,STATE SENATE,014,UNDERVOTE,1,,undervote
ARIZONA,PIMA,STATE SENATE,014,WRITE-IN,1,,
ARIZONA,PIMA,STATE HOUSE,002,"DALESSANDRO, ANDREA",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,002,"HERNANDEZ JR., DANIEL",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,002,"MCEWEN, DEBORAH",2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,002,OVERVOTE,2,,
ARIZONA,PIMA,STATE HOUSE,002,UNDERVOTE,2,,undervote
ARIZONA,PIMA,STATE HOUSE,002,WRITE-IN,2,,
ARIZONA,PIMA,STATE HOUSE,002,"DALESSANDRO, ANDREA",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,002,"HERNANDEZ JR., DANIEL",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,002,"MCEWEN, DEBORAH",2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,002,OVERVOTE,2,,
ARIZONA,PIMA,STATE HOUSE,002,UNDERVOTE,2,,undervote
ARIZONA,PIMA,STATE HOUSE,002,WRITE-IN,2,,
ARIZONA,PIMA,STATE HOUSE,003,"CANO, ANDRES",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,003,"HERNANDEZ, ALMA",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,003,OVERVOTE,2,,
ARIZONA,PIMA,STATE HOUSE,003,UNDERVOTE,2,,undervote
ARIZONA,PIMA,STATE HOUSE,003,WRITE-IN,2,,
ARIZONA,PIMA,STATE HOUSE,003,"HERNANDEZ, ALMA",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,003,OVERVOTE,2,,
ARIZONA,PIMA,STATE HOUSE,003,UNDERVOTE,2,,undervote
ARIZONA,PIMA,STATE HOUSE,003,WRITE-IN,2,,
ARIZONA,PIMA,STATE HOUSE,004,"FERNANDEZ, CHARLENE",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,004,"JOHN, JOEL",2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,004,OVERVOTE,2,,
ARIZONA,PIMA,STATE HOUSE,004,"PETEN, GERALDINE (GERAE)",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,004,UNDERVOTE,2,,undervote
ARIZONA,PIMA,STATE HOUSE,004,WRITE-IN,2,,
ARIZONA,PIMA,STATE HOUSE,004,"FERNANDEZ, CHARLENE",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,004,"JOHN, JOEL",2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,004,OVERVOTE,2,,
ARIZONA,PIMA,STATE HOUSE,004,"PETEN, GERALDINE (GERAE)",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,004,UNDERVOTE,2,,undervote
ARIZONA,PIMA,STATE HOUSE,004,WRITE-IN,2,,
ARIZONA,PIMA,STATE HOUSE,009,"FRIESE, RANDALL (RANDY)",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,009,"LYONS, BRENDAN",2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,009,OVERVOTE,2,,
ARIZONA,PIMA,STATE HOUSE,009,"POWERS HANNLEY, PAMELA",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,009,UNDERVOTE,2,,undervote
ARIZONA,PIMA,STATE HOUSE,009,WRITE-IN,2,,
ARIZONA,PIMA,STATE HOUSE,009,"FRIESE, RANDALL (RANDY)",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,009,"LYONS, BRENDAN",2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,009,OVERVOTE,2,,
ARIZONA,PIMA,STATE HOUSE,009,"POWERS HANNLEY, PAMELA",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,009,UNDERVOTE,2,,undervote
ARIZONA,PIMA,STATE HOUSE,009,WRITE-IN,2,,
ARIZONA,PIMA,STATE HOUSE,010,"DEGRAZIA, DOMINGO",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,010,"GUMMERE, MABELLE",2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,010,"HICKS, MICHAEL",2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,010,OVERVOTE,2,,
ARIZONA,PIMA,STATE HOUSE,010,"STAHL HAMILTON, STEPHANIE",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,010,UNDERVOTE,2,,undervote
ARIZONA,PIMA,STATE HOUSE,010,WRITE-IN,2,,
ARIZONA,PIMA,STATE HOUSE,010,"DEGRAZIA, DOMINGO",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,010,"GUMMERE, MABELLE",2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,010,"HICKS, MICHAEL",2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,010,OVERVOTE,2,,
ARIZONA,PIMA,STATE HOUSE,010,"STAHL HAMILTON, STEPHANIE",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,010,UNDERVOTE,2,,undervote
ARIZONA,PIMA,STATE HOUSE,010,WRITE-IN,2,,
ARIZONA,PIMA,STATE HOUSE,011,"FINCHEM, MARK",2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,011,OVERVOTE,2,,
ARIZONA,PIMA,STATE HOUSE,011,"PEREZ, FELIPE R",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,011,"ROBERTS, BRET",2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,011,UNDERVOTE,2,,undervote
ARIZONA,PIMA,STATE HOUSE,011,WRITE-IN,2,,
ARIZONA,PIMA,STATE HOUSE,011,"FINCHEM, MARK",2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,011,OVERVOTE,2,,
ARIZONA,PIMA,STATE HOUSE,011,"ROBERTS, BRET",2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,011,UNDERVOTE,2,,undervote
ARIZONA,PIMA,STATE HOUSE,011,WRITE-IN,2,,
ARIZONA,PIMA,STATE HOUSE,014,"BEACH-MOSCHETTI, KIMBERLY (KIM)",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,014,"GRIFFIN, GAIL",2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,014,"MAESTAS-CONDOS, RONNIE",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,014,"NUTT, BECKY",2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,014,OVERVOTE,2,,
ARIZONA,PIMA,STATE HOUSE,014,UNDERVOTE,2,,undervote
ARIZONA,PIMA,STATE HOUSE,014,WRITE-IN,2,,
ARIZONA,PIMA,STATE HOUSE,014,"BEACH-MOSCHETTI, KIMBERLY (KIM)",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,014,"GRIFFIN, GAIL",2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,014,"MAESTAS-CONDOS, RONNIE",2,DEM,DEMOCRAT
ARIZONA,PIMA,STATE HOUSE,014,"NUTT, BECKY",2,REP,REPUBLICAN
ARIZONA,PIMA,STATE HOUSE,014,OVERVOTE,2,,
ARIZONA,PIMA,STATE HOUSE,014,UNDERVOTE,2,,undervote
ARIZONA,PIMA,STATE HOUSE,014,WRITE-IN,2,,
ARIZONA,SANTA CRUZ,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
ARIZONA,SANTA CRUZ,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
ARIZONA,SANTA CRUZ,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
ARIZONA,SANTA CRUZ,US SENATE,ARIZONA,"KELLY, MARK",1,DEM,DEMOCRAT
ARIZONA,SANTA CRUZ,US SENATE,ARIZONA,"MCSALLY, MARTHA",1,REP,REPUBLICAN
ARIZONA,SANTA CRUZ,US HOUSE,003,"GRIJALVA, RAUL",1,DEM,DEMOCRAT
ARIZONA,SANTA CRUZ,US HOUSE,003,"WOOD, DANIEL",1,REP,REPUBLICAN
ARIZONA,SANTA CRUZ,STATE SENATE,002,"GABALDON, ROSANNA",1,DEM,DEMOCRAT
ARIZONA,SANTA CRUZ,STATE SENATE,002,"WORKMAN, MARK",1,REP,REPUBLICAN
ARIZONA,SANTA CRUZ,STATE HOUSE,002,"DALESSANDRO, ANDREA",2,DEM,DEMOCRAT
ARIZONA,SANTA CRUZ,STATE HOUSE,002,"HERNANDEZ JR., DANIEL",2,DEM,DEMOCRAT
ARIZONA,SANTA CRUZ,STATE HOUSE,002,"MCEWEN, DEBORAH",2,REP,REPUBLICAN
ARIZONA,SANTA CRUZ,STATE HOUSE,002,"DALESSANDRO, ANDREA",2,DEM,DEMOCRAT
ARIZONA,SANTA CRUZ,STATE HOUSE,002,"HERNANDEZ JR., DANIEL",2,DEM,DEMOCRAT
ARIZONA,SANTA CRUZ,STATE HOUSE,002,"MCEWEN, DEBORAH",2,REP,REPUBLICAN
ARIZONA,YUMA,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
ARIZONA,YUMA,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
ARIZONA,YUMA,US PRESIDENT,FEDERAL,NO IMAGE FOUND,1,,
ARIZONA,YUMA,US PRESIDENT,FEDERAL,OVERVOTE,1,,
ARIZONA,YUMA,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
ARIZONA,YUMA,US PRESIDENT,FEDERAL,UNDERVOTE,1,,undervote
ARIZONA,YUMA,US PRESIDENT,FEDERAL,WRITE-IN,1,,
ARIZONA,YUMA,US SENATE,ARIZONA,"KELLY, MARK",1,DEM,DEMOCRAT
ARIZONA,YUMA,US SENATE,ARIZONA,"MCSALLY, MARTHA",1,REP,REPUBLICAN
ARIZONA,YUMA,US SENATE,ARIZONA,NO IMAGE FOUND,1,,
ARIZONA,YUMA,US SENATE,ARIZONA,OVERVOTE,1,,
ARIZONA,YUMA,US SENATE,ARIZONA,UNDERVOTE,1,,undervote
ARIZONA,YUMA,US SENATE,ARIZONA,WRITE-IN,1,,
ARIZONA,YUMA,US HOUSE,003,"GRIJALVA, RAUL",1,DEM,DEMOCRAT
ARIZONA,YUMA,US HOUSE,003,NO IMAGE FOUND,1,,
ARIZONA,YUMA,US HOUSE,003,OVERVOTE,1,,
ARIZONA,YUMA,US HOUSE,003,UNDERVOTE,1,,undervote
ARIZONA,YUMA,US HOUSE,003,"WOOD, DANIEL",1,REP,REPUBLICAN
ARIZONA,YUMA,US HOUSE,003,WRITE-IN,1,,
ARIZONA,YUMA,US HOUSE,004,"DISANTO, DELINA",1,DEM,DEMOCRAT
ARIZONA,YUMA,US HOUSE,004,"GOSAR, PAUL",1,REP,REPUBLICAN
ARIZONA,YUMA,US HOUSE,004,NO IMAGE FOUND,1,,
ARIZONA,YUMA,US HOUSE,004,OVERVOTE,1,,
ARIZONA,YUMA,US HOUSE,004,UNDERVOTE,1,,undervote
ARIZONA,YUMA,US HOUSE,004,WRITE-IN,1,,
ARIZONA,YUMA,STATE SENATE,004,"ANGRY, TRAVIS",1,REP,REPUBLICAN
ARIZONA,YUMA,STATE SENATE,004,NO IMAGE FOUND,1,,
ARIZONA,YUMA,STATE SENATE,004,"OTONDO, LISA",1,DEM,DEMOCRAT
ARIZONA,YUMA,STATE SENATE,004,OVERVOTE,1,,
ARIZONA,YUMA,STATE SENATE,004,UNDERVOTE,1,,undervote
ARIZONA,YUMA,STATE SENATE,004,WRITE-IN,1,,
ARIZONA,YUMA,STATE SENATE,013,"KERR, SINE",1,REP,REPUBLICAN
ARIZONA,YUMA,STATE SENATE,013,NO IMAGE FOUND,1,,
ARIZONA,YUMA,STATE SENATE,013,OVERVOTE,1,,
ARIZONA,YUMA,STATE SENATE,013,UNDERVOTE,1,,undervote
ARIZONA,YUMA,STATE SENATE,013,WRITE-IN,1,,
ARIZONA,YUMA,STATE HOUSE,004,"FERNANDEZ, CHARLENE",2,DEM,DEMOCRAT
ARIZONA,YUMA,STATE HOUSE,004,"JOHN, JOEL",2,REP,REPUBLICAN
ARIZONA,YUMA,STATE HOUSE,004,NO IMAGE FOUND,2,,
ARIZONA,YUMA,STATE HOUSE,004,OVERVOTE,2,,
ARIZONA,YUMA,STATE HOUSE,004,"PETEN, GERALDINE (GERAE)",2,DEM,DEMOCRAT
ARIZONA,YUMA,STATE HOUSE,004,UNDERVOTE,2,,undervote
ARIZONA,YUMA,STATE HOUSE,004,WRITE-IN,2,,
ARIZONA,YUMA,STATE HOUSE,004,"FERNANDEZ, CHARLENE",2,DEM,DEMOCRAT
ARIZONA,YUMA,STATE HOUSE,004,NO IMAGE FOUND,2,,
ARIZONA,YUMA,STATE HOUSE,004,OVERVOTE,2,,
ARIZONA,YUMA,STATE HOUSE,004,"PETEN, GERALDINE (GERAE)",2,DEM,DEMOCRAT
ARIZONA,YUMA,STATE HOUSE,004,UNDERVOTE,2,,undervote
ARIZONA,YUMA,STATE HOUSE,004,WRITE-IN,2,,
ARIZONA,YUMA,STATE HOUSE,013,"DUNN, TIMOTHY (TIM)",2,REP,REPUBLICAN
ARIZONA,YUMA,STATE HOUSE,013,NO IMAGE FOUND,2,,
ARIZONA,YUMA,STATE HOUSE,013,"OSBORNE, JOANNE",2,REP,REPUBLICAN
ARIZONA,YUMA,STATE HOUSE,013,OVERVOTE,2,,
ARIZONA,YUMA,STATE HOUSE,013,"SANDOVAL, MARIANA",2,DEM,DEMOCRAT
ARIZONA,YUMA,STATE HOUSE,013,UNDERVOTE,2,,undervote
ARIZONA,YUMA,STATE HOUSE,013,WRITE-IN,2,,
ARIZONA,YUMA,STATE HOUSE,013,"DUNN, TIMOTHY (TIM)",2,REP,REPUBLICAN
ARIZONA,YUMA,STATE HOUSE,013,NO IMAGE FOUND,2,,
ARIZONA,YUMA,STATE HOUSE,013,"OSBORNE, JOANNE",2,REP,REPUBLICAN
ARIZONA,YUMA,STATE HOUSE,013,OVERVOTE,2,,
ARIZONA,YUMA,STATE HOUSE,013,"SANDOVAL, MARIANA",2,DEM,DEMOCRAT
ARIZONA,YUMA,STATE HOUSE,013,UNDERVOTE,2,,undervote
